param,train,test,seed,time
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(9), 'reg_lambda': np.float64(10.0)}",0.8169048049677458,0.8094032549728752,977,291.7037670612335
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(5.0)}",0.8166787243021644,0.8168173598553345,949,318.18819308280945
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(5.0)}",0.8143274853801169,0.8202531645569621,973,293.1376130580902
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(5.0)}",0.8139356122264423,0.8220614828209765,63,292.7536473274231
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(5.0)}",0.8146741424006751,0.8168173598553345,859,294.5314507484436
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(5.0)}",0.8162868511484898,0.8119349005424955,892,297.58387517929077
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(10.0)}",0.8153222403086755,0.8211573236889692,474,296.4934298992157
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(5.0)}",0.816784228612769,0.8130198915009041,717,300.34664392471313
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(7.5)}",0.8159251220835595,0.8159132007233273,755,300.26565408706665
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(5.0)}",0.8164526436365829,0.8157323688969259,29,296.0946731567383
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(5.0)}",0.8157744016398385,0.8159132007233273,665,290.67347979545593
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(7.5)}",0.8142671972026285,0.8184448462929476,387,294.75853276252747
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(7.5)}",0.8158949779948151,0.8141048824593128,795,306.47825717926025
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(10.0)}",0.816316995237234,0.8142857142857143,397,298.3187680244446
"{'colsample_bytree': np.float64(0.505), 'gamma': np.float64(1.0), 'max_depth': np.int64(7), 'reg_lambda': np.float64(7.5)}",0.8153674564417916,0.8173598553345389,258,291.0265898704529
