param,train,test,seed,time
"[1, 8, 5.018458031336256, 0.5495590004645817]",0.887872738253059,0.8070524412296565,891,1275.9694111347198
"[1.001791786249634, 8, 5, 0.4452875809863731]",0.8883932087992208,0.8090415913200724,659,1104.7718479633331
"[1, 8, 5.201507723273601, 0.4252539714127489]",0.8872706580127676,0.8124773960216998,249,1142.993772983551
"[1, 8, 5.021399785664638, 0.41666716238744994]",0.8854211027675861,0.8188065099457504,135,1165.8752920627594
"[1, 8, 5, 0.3846474042682525]",0.8860896130957996,0.8175406871609403,188,1219.3356368541718
"[1, 8, 5, 0.5844445925338313]",0.8870099890060901,0.8177215189873418,319,1349.2643520832062
"[1.021723588623732, 7, 5, 0.5567723365132311]",0.8883356638575662,0.8090415913200724,204,1309.407619714737
"[1, 8, 5, 0.4822469255061258]",0.8870466327048638,0.8126582278481013,193,1464.7349789142609
"[1.0251408982988852, 7, 5.071724877123348, 0.5767989058199731]",0.8882049150465805,0.8081374321880651,60,1350.7012960910797
"[1, 8, 6.008471497263732, 0.4742351011667145]",0.8873099630589518,0.8097649186256781,772,1229.6227850914001
"[1, 8, 5, 0.418036960412041]",0.8880307227049327,0.8146473779385172,557,1113.4098937511444
"[1, 8, 5, 0.4265526631139461]",0.8862493012810632,0.8215189873417722,414,1197.6628379821777
"[1, 8, 5.023124371162928, 0.4951733901682421]",0.8845014381690726,0.8253164556962025,117,2322.462059020996
"[1, 8, 5, 0.44340379643868433]",0.8858839395906672,0.8182640144665461,999,1330.151505947113
"[1, 8, 5, 0.3547006530999503]",0.8872289430148665,0.8169981916817359,260,1306.3195941448212
"[1, 7, 5, 0.6065228950862993]",0.8864538717860133,0.8137432188065099,486,1286.894749879837
"[1.0799653631722097, 8, 5, 0.4341900308815741]",0.888477884458063,0.8086799276672695,257,1203.9516260623932
"[1, 8, 5.046477462360472, 0.3703072524129042]",0.8871320281063193,0.8168173598553345,505,1264.3560299873352
"[1, 8, 5, 0.5079037223838062]",0.8859430713362975,0.8146473779385172,572,1400.178470134735
"[1.0000482980009573, 8, 5, 0.4458078927976089]",0.8870752808754729,0.8153707052441229,657,1338.1183278560638
"[1, 8, 5, 0.4472943474123719]",0.8886044933962732,0.808499095840868,896,1384.939682006836
"[1, 8, 5, 0.49444058829411625]",0.8856114395296585,0.8137432188065099,676,1149.090738773346
"[1, 8, 5.062694117045033, 0.39202854395914855]",0.8875275071633962,0.8122965641952984,83,1122.9220967292786
"[1, 7, 5, 0.4827551342598182]",0.8852339788212205,0.8226039783001808,419,1173.9402492046356
"[1, 8, 5, 0.398982400502292]",0.8866746847944907,0.8148282097649187,930,1142.943438053131
"[1, 7, 5, 0.5758392990192194]",0.886919281696397,0.8151898734177215,476,1178.3053801059723
"[1, 8, 5.096732417279323, 0.5273351135547679]",0.885535307230926,0.8245931283905967,649,1282.5550060272217
"[1.0011187878270489, 8, 5, 0.48595567048078503]",0.886736429951058,0.818625678119349,712,1257.4069879055023
"[1, 7, 5, 0.4790086761679638]",0.8860317687647009,0.822242314647378,70,1160.1147530078888
"[1, 8, 5, 0.47393516768917177]",0.8850123460846514,0.8184448462929476,922,802.5974941253662
