param,train,test,seed,time
"[1, 8, 10, 0.5160873029806701]",0.7953676958542957,0.8023508137432188,490,298.5455286502838
"[1, 8, 5.7285635385373315, 0.45332783593532533]",0.7956683123688895,0.8039783001808318,60,422.6428039073944
"[1, 8, 8.412344043250902, 0.4571530525426662]",0.797548646456441,0.8092224231464737,775,401.9489781856537
"[2.053256742308791, 6, 9.336517808829758, 0.845114617670165]",0.7940427430347126,0.7960216998191681,394,358.6544849872589
"[1, 8, 10, 0.44029969132793234]",0.7945411527058557,0.8141048824593128,305,410.92939615249634
"[1, 8, 10, 0.4454125354215823]",0.7938859941851536,0.8182640144665461,844,419.38753628730774
"[1.6011802901068133, 8, 8.902959569908761, 0.3235199214724276]",0.7937138991536568,0.8018083182640144,431,305.71517276763916
"[1, 8, 5.184814511040997, 0.42693883217609474]",0.7978909778594824,0.8072332730560579,883,402.12859988212585
"[1, 8, 9.534912356245197, 0.5064541068211011]",0.7940531935817182,0.8168173598553345,874,403.0314271450043
"[1, 8, 6.639725837433293, 0.43736611201539083]",0.7946518347914913,0.8057866184448463,212,381.5581068992615
"[1, 8, 6.649062229691797, 0.4850035511219701]",0.7929177401335904,0.8099457504520796,513,329.3905191421509
"[1, 8, 5, 0.33853636051606806]",0.7944747250746929,0.8141048824593128,870,362.57418489456177
"[1, 7, 5.946130236692163, 0.5014288555466395]",0.797994096619671,0.7949367088607595,993,343.9457778930664
"[1.9115764593843805, 8, 6.327243568662518, 0.36135052307980436]",0.7918793840147027,0.813381555153707,617,357.46801710128784
"[1.0467067118740334, 8, 9.41009864364863, 0.3909207736366361]",0.7938042167462993,0.8088607594936709,23,341.10716915130615
"[1, 8, 5, 0.34905472896561013]",0.7962779024734793,0.7989150090415913,952,369.443297624588
"[1, 8, 9.707650283238426, 0.46413525703051906]",0.7967614507485716,0.8012658227848102,545,445.04404282569885
"[1, 8, 7.499986075787725, 0.4029271199526879]",0.7928919057545063,0.8144665461121158,46,369.89595198631287
"[1, 8, 5.76097803285221, 0.33640883076411776]",0.7986020559305262,0.7971066907775769,555,375.0160400867462
"[1, 8, 8.822772900010929, 0.4643109985507275]",0.7979321766517213,0.8037974683544303,597,413.4723770618439
"[1.2000368168220898, 7, 7.875995975583119, 1]",0.7928386065919084,0.8070524412296565,839,371.69667387008667
"[1.3389304758115486, 8, 5, 0.5032852545817428]",0.7928188938839693,0.8142857142857143,674,419.74625515937805
"[1, 8, 5.112130276586123, 0.4584424361589259]",0.794403027252649,0.8121157323688969,592,396.14046001434326
"[1.578497114919402, 8, 6.6055679485698615, 0.4446560605604435]",0.7977624126252809,0.7943942133815551,420,329.3353202342987
"[1, 8, 9.201043780479083, 0.49153883998461734]",0.7932892010392106,0.8095840867992766,859,386.65826296806335
"[1, 8, 10, 0.41129396061917517]",0.7947489155194344,0.8075949367088607,487,362.99913692474365
"[1, 8, 5.867562234873078, 0.35322036969431664]",0.7950669505337452,0.8108499095840868,838,387.14524507522583
"[1, 8, 9.22993065595375, 0.4381210423151751]",0.7963389302758227,0.8061482820976492,680,396.4842109680176
"[1.3673342789666951, 8, 5.521415950228809, 0.3775874886555896]",0.794176598978577,0.8119349005424955,289,375.77660489082336
"[1, 6, 8.43598041189449, 0.5431395524508051]",0.7947107986086084,0.8077757685352622,461,127.16784882545471
